,laptop_ID,Company,TypeName,Inches,Ram,Memory,OpSys,Weight,Price_euros,Memory Type,Screen Width,Screen Height,Screen Type,CPU Clock Speed,GPU Type,CPU Type
625,632,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.2,899.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
626,633,Mediacom,Notebook,14.0,2,32.0,Windows 10,1.4,239.0,Flash,1920,1080,Full HD,1.44,Intel,Intel
627,634,Lenovo,Notebook,15.6,4,128.0,No OS,2.2,468.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
628,635,Asus,2 in 1 Convertible,13.3,6,1024.0,Windows 10,1.5,639.01,HDD,1920,1080,Full HD,2.5,Intel,Intel
629,636,Dell,Notebook,15.6,8,256.0,Windows 10,2.0,1820.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
630,637,Asus,Ultrabook,14.0,16,512.0,Windows 10,1.1,1900.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
631,639,Dell,Gaming,15.6,16,256.0,Windows 10,2.62,1479.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
632,640,Lenovo,Notebook,15.6,4,256.0,Windows 10,1.8,829.0,SSD,1920,1080,Full HD,1.6,Intel,Intel
633,641,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.2,579.0,HDD,1920,1080,Full HD,2.0,Nvidia,Intel
634,642,Asus,Notebook,15.6,8,1024.0,Windows 10,2.0,399.0,HDD,1366,768,Plain,1.1,Intel,Intel
635,643,Asus,Notebook,15.6,8,1024.0,Windows 10,1.99,906.62,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
636,644,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.23,1869.0,SSD,3200,1800,Quad HD+,1.6,Intel,Intel
637,645,Lenovo,Notebook,14.0,2,32.0,Windows 10,1.42,249.0,Flash,1366,768,Plain,1.6,Intel,Intel
638,646,Lenovo,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.37,1757.42,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
639,647,Dell,Notebook,15.6,16,1024.0,Windows 10,2.06,2399.0,SSD,3840,2160,4K Ultra,2.8,Nvidia,Intel
640,648,Lenovo,Gaming,15.6,8,128.0,Windows 10,2.5,1109.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
641,649,HP,Notebook,17.0,8,1024.0,Windows 10,2.6,520.9,HDD,1600,900,Plain,3.0,AMD,AMD
642,650,Lenovo,Ultrabook,14.0,16,512.0,Windows 10,1.14,2450.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
643,651,Asus,Gaming,15.6,8,1024.0,No OS,2.5,1169.0,HDD,1920,1080,IPS Panel,2.8,Nvidia,Intel
644,652,Acer,Notebook,15.6,4,500.0,Windows 10,2.4,450.0,HDD,1366,768,Plain,2.0,Intel,Intel
645,653,Lenovo,Notebook,14.0,4,32.0,Windows 10,1.43,274.0,Flash,1366,768,Plain,1.6,Intel,Intel
646,654,Acer,Ultrabook,14.0,8,256.0,Windows 10,1.8,919.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
647,655,Razer,Gaming,14.0,16,256.0,Windows 10,1.95,2599.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
648,656,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.2,1213.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
649,657,Lenovo,Ultrabook,12.5,8,256.0,Windows 10,1.36,1584.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
650,658,Asus,Gaming,17.3,32,512.0,Windows 10,3.8,2799.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
651,659,Acer,Gaming,15.6,8,1024.0,Linux,2.4,709.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
652,660,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.2,1449.9,SSD,1920,1080,Full HD,1.6,Intel,Intel
653,661,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1191.8,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
654,662,HP,Notebook,15.6,4,500.0,No OS,1.86,364.9,HDD,1366,768,Plain,2.0,Intel,Intel
655,663,Toshiba,Notebook,15.6,8,500.0,Windows 10,2.0,1064.0,HDD,1920,1080,IPS Panel,2.5,Intel,Intel
656,664,Dell,Notebook,15.6,8,256.0,Windows 10,2.2,919.0,SSD,1920,1080,Full HD,1.8,AMD,Intel
657,665,Dell,Notebook,15.6,16,256.0,Windows 10,2.2,1135.0,SSD,1920,1080,Full HD,1.8,AMD,Intel
658,666,Lenovo,Gaming,15.6,8,128.0,Windows 10,3.31,1196.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
659,667,Dell,Gaming,17.3,32,512.0,Windows 10,4.42,3147.37,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
660,668,Dell,Notebook,14.0,8,256.0,Windows 10,1.56,1229.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
661,669,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.2,419.0,HDD,1366,768,Plain,1.1,Intel,Intel
662,670,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.2,535.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
663,671,HP,Notebook,15.6,6,1024.0,Windows 10,2.04,539.0,HDD,1920,1080,Plain,2.0,AMD,Intel
664,672,MSI,Gaming,17.3,8,128.0,Windows 10,2.7,1486.77,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
665,673,Toshiba,Notebook,15.6,4,128.0,Windows 10,2.1,498.0,SSD,1366,768,Plain,2.1,Intel,Intel
666,674,Dell,Notebook,15.6,8,1024.0,Windows 10,2.06,955.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
667,675,HP,Notebook,15.6,8,1024.0,Windows 10,2.1,745.0,HDD,1920,1080,Full HD,2.7,AMD,Intel
668,676,Toshiba,Notebook,15.6,8,256.0,Windows 10,2.0,1258.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
669,677,Acer,Notebook,15.6,4,128.0,Linux,2.1,412.0,SSD,1366,768,Plain,2.0,Intel,Intel
670,678,Microsoft,Ultrabook,13.5,8,256.0,Windows 10 S,1.252,1867.85,SSD,2256,1504,Touchscreen,2.8,Intel,Intel
671,679,Lenovo,Notebook,15.6,8,128.0,Windows 10,1.9,817.95,SSD,1920,1080,Full HD,2.5,AMD,Intel
672,680,Lenovo,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.3,1034.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
673,681,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.2,349.0,SSD,1366,768,Plain,2.2,AMD,AMD
674,682,HP,2 in 1 Convertible,14.0,4,128.0,Windows 10,1.63,699.0,SSD,1920,1080,IPS Panel,2.4,Nvidia,Intel
675,683,MSI,Gaming,15.6,16,256.0,Windows 10,2.4,1294.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
676,684,Asus,Ultrabook,14.0,8,256.0,Windows 10,1.1,1135.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
677,685,HP,2 in 1 Convertible,11.6,8,64.0,Chrome OS,1.4,495.0,Flash,1366,768,Touchscreen,1.1,Intel,Intel
678,686,LG,Ultrabook,15.6,8,512.0,Windows 10,1.09,2299.0,SSD,1920,1080,IPS Panel,1.8,Intel,Intel
679,687,Acer,Gaming,15.6,16,256.0,Windows 10,2.5,1299.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
680,688,MSI,Gaming,15.6,8,256.0,Windows 10,2.2,997.9,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
681,689,Asus,Notebook,15.6,4,128.0,Windows 10,1.86,419.0,SSD,1366,768,Plain,1.1,Intel,Intel
682,690,Dell,Gaming,15.6,16,128.0,Windows 10,3.21,2051.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
683,691,HP,Notebook,17.3,4,256.0,Windows 10,2.5,699.0,SSD,1920,1080,IPS Panel,2.0,AMD,Intel
684,692,Lenovo,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.19,1499.0,SSD,1920,1080,IPS Panel,1.8,Intel,Intel
685,693,Dell,Gaming,15.6,16,256.0,Windows 10,3.49,2813.75,SSD,1920,1080,Full HD,2.9,Nvidia,Intel
686,694,HP,Notebook,15.6,4,500.0,Windows 10,1.86,612.61,HDD,1366,768,Plain,2.5,AMD,Intel
687,695,Dell,Notebook,15.6,4,1024.0,Windows 10,2.2,545.67,HDD,1366,768,Plain,2.0,AMD,Intel
688,696,HP,Notebook,17.3,6,2048.0,Windows 10,2.65,569.0,HDD,1920,1080,IPS Panel,2.4,AMD,AMD
689,697,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.1,318.0,HDD,1366,768,Plain,1.6,Intel,Intel
690,698,Acer,Notebook,14.0,4,32.0,Chrome OS,1.45,375.0,Flash,1366,768,Plain,1.6,Intel,Intel
691,699,Lenovo,Notebook,14.0,4,256.0,Windows 10,1.7,699.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
692,700,HP,Workstation,17.3,8,500.0,Windows 10,3.14,1907.99,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
693,701,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.42,2590.0,SSD,2560,1440,Touchscreen,2.7,Intel,Intel
694,702,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.5,973.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
695,703,Acer,Netbook,11.6,4,32.0,Windows 10,1.4,269.0,Flash,1366,768,Plain,1.6,Intel,Intel
696,704,Lenovo,2 in 1 Convertible,14.0,16,512.0,Windows 10,1.38,1749.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
697,705,Asus,2 in 1 Convertible,12.5,4,64.0,Chrome OS,1.2,669.0,Flash,1920,1080,Full HD,0.9,Intel,Intel
698,706,Toshiba,Ultrabook,13.3,16,512.0,Windows 10,1.36,1877.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
699,707,HP,Notebook,15.6,4,500.0,Windows 10,2.1,689.0,HDD,1920,1080,IPS Panel,2.7,AMD,Intel
700,708,Dell,Gaming,15.6,8,1024.0,Windows 10,2.56,819.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
701,709,Lenovo,Notebook,15.6,4,256.0,Windows 10,2.2,399.0,SSD,1920,1080,Full HD,2.9,AMD,AMD
702,710,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.2,429.0,HDD,1366,768,Plain,3.6,AMD,AMD
703,711,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.1,621.45,HDD,1920,1080,Full HD,2.5,Intel,Intel
704,712,Lenovo,Notebook,15.6,4,500.0,No OS,1.9,450.0,HDD,1366,768,Plain,2.0,Intel,Intel
705,713,Dell,Notebook,15.6,8,256.0,Windows 10,2.18,795.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
706,714,Acer,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.6,999.0,SSD,1920,1080,IPS Panel,1.6,Intel,Intel
707,715,Lenovo,Workstation,15.6,16,512.0,Windows 7,2.18,1855.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
708,716,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.8,1191.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
709,717,HP,Notebook,17.3,6,2048.0,Windows 10,2.71,655.01,HDD,1920,1080,IPS Panel,2.5,AMD,AMD
710,718,Lenovo,Gaming,15.6,8,128.0,Windows 10,2.5,1249.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
711,719,Dell,Notebook,14.0,8,256.0,Linux,1.64,1089.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
712,720,Dell,Notebook,15.6,8,1024.0,Linux,1.98,726.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
713,721,Asus,Notebook,14.0,4,32.0,Windows 10,1.5,298.0,Flash,1920,1080,Full HD,1.1,Intel,Intel
714,722,Dell,Notebook,15.6,16,512.0,Windows 10,1.93,1426.66,SSD,1920,1080,Full HD,2.6,Intel,Intel
715,723,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.87,857.07,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
716,724,Dell,Notebook,15.6,8,256.0,Windows 10,1.9,1179.0,SSD,1920,1080,Full HD,2.6,Intel,Intel
717,725,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.19,298.0,HDD,1366,768,Plain,2.0,AMD,AMD
718,726,Mediacom,Notebook,14.0,4,32.0,Windows 10,1.4,265.0,HDD,1920,1200,IPS Panel,1.92,Intel,Intel
719,727,HP,Notebook,17.3,8,256.0,Windows 10,2.63,1200.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
720,728,Lenovo,Ultrabook,14.0,8,512.0,Windows 10,1.17,1686.64,SSD,2560,1440,IPS Panel,2.5,Intel,Intel
721,729,HP,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.58,836.6,SSD,1366,768,IPS Panel,2.5,Intel,Intel
722,730,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.32,1499.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
723,731,Dell,Gaming,17.3,32,1024.0,Windows 10,4.36,3659.4,SSD,3840,2160,4K Ultra,2.8,Nvidia,Intel
724,732,MSI,Gaming,17.3,8,128.0,Windows 10,2.7,1348.48,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
725,733,Lenovo,Notebook,15.6,4,1024.0,No OS,1.9,489.9,HDD,1366,768,Plain,2.5,Intel,Intel
726,734,Dell,Notebook,15.6,8,128.0,Windows 10,2.2,719.0,SSD,1920,1080,Full HD,1.6,AMD,Intel
727,735,Dell,2 in 1 Convertible,13.3,4,1024.0,Windows 10,1.71,649.0,HDD,1920,1080,Full HD,2.4,Intel,Intel
728,736,Dell,Notebook,15.6,8,1024.0,Linux,2.32,589.52,HDD,1366,768,Plain,2.5,AMD,Intel
729,737,HP,Notebook,15.6,4,1024.0,Windows 10,2.1,489.0,HDD,1920,1080,Full HD,3.0,AMD,AMD
730,738,Acer,Gaming,17.3,16,128.0,Windows 10,4.2,1935.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
731,739,Dell,Notebook,15.6,12,1024.0,Windows 10,2.25,649.0,HDD,1366,768,Plain,2.5,Intel,Intel
732,740,HP,Notebook,15.6,6,128.0,Windows 10,2.1,650.0,SSD,1920,1080,Full HD,3.0,AMD,AMD
733,741,Acer,Notebook,15.6,4,500.0,Windows 10,2.4,559.0,HDD,1366,768,Plain,2.5,Intel,Intel
734,742,Lenovo,Notebook,13.3,8,256.0,Windows 10,1.44,960.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
735,743,Lenovo,Notebook,15.6,4,1024.0,Windows 10,1.85,779.0,HDD,1920,1080,Full HD,2.7,Intel,Intel
736,744,HP,Workstation,15.6,16,256.0,Windows 10,2.6,2419.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
737,745,Dell,2 in 1 Convertible,13.3,8,1024.0,Windows 10,1.55,659.0,HDD,1920,1080,Full HD,1.6,Intel,Intel
738,746,MSI,Gaming,15.6,16,256.0,Windows 10,1.8,2094.48,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
739,747,Acer,Notebook,15.6,4,500.0,Windows 10,2.4,410.8,HDD,1366,768,Plain,2.0,Intel,Intel
740,748,Dell,Notebook,15.6,8,128.0,Windows 10,2.0,1207.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
741,749,Dell,Notebook,15.6,8,256.0,Windows 10,2.0,665.0,SSD,1366,768,Plain,2.0,Intel,Intel
742,750,Toshiba,Notebook,14.0,8,256.0,Windows 10,1.25,1535.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
743,751,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.7,999.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
744,752,Lenovo,Workstation,15.6,16,1024.0,Windows 10,2.5,3299.0,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
745,753,Acer,Notebook,14.0,2,32.0,Chrome OS,1.68,330.0,Flash,1366,768,Plain,1.6,Intel,Intel
746,754,Samsung,Ultrabook,13.3,16,256.0,Windows 10,0.81,1649.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
747,755,HP,Notebook,15.6,8,256.0,Windows 10,1.86,539.0,SSD,1920,1080,Full HD,2.0,Intel,Intel
748,757,Dell,Notebook,14.0,8,256.0,Windows 10,1.6,1126.71,SSD,1366,768,Plain,2.5,Intel,Intel
749,758,HP,Workstation,17.3,16,256.0,Windows 7,3.0,4389.0,SSD,1920,1080,IPS Panel,2.9,Nvidia,Intel
750,759,Lenovo,Netbook,11.6,4,128.0,Windows 10,1.4,475.0,SSD,1366,768,Touchscreen,1.6,Intel,Intel
751,760,HP,Notebook,15.6,8,256.0,Windows 10,1.84,1900.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
752,761,Asus,Notebook,15.6,4,1024.0,No OS,2.45,579.0,HDD,1366,768,Plain,2.3,Nvidia,Intel
753,762,Lenovo,Ultrabook,14.0,4,180.0,Windows 10,1.7,1096.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
754,763,Asus,Notebook,15.6,4,256.0,Windows 10,2.37,849.9,SSD,1366,768,Plain,2.7,Intel,Intel
755,764,Lenovo,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.3,1199.0,SSD,3200,1800,IPS Panel,1.8,Intel,Intel
756,765,HP,Notebook,15.6,8,128.0,Windows 10,2.2,1099.0,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
757,766,HP,Workstation,15.6,8,256.0,Windows 7,2.59,1561.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
758,767,Dell,Gaming,15.6,16,256.0,Windows 10,4.42,2868.99,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
759,768,Acer,Notebook,15.6,4,256.0,Windows 10,2.1,599.0,SSD,1366,768,Plain,2.5,Intel,Intel
760,769,Lenovo,Gaming,15.6,8,128.0,Windows 10,2.5,1048.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
761,770,Dell,Ultrabook,12.5,16,256.0,Windows 10,1.18,1859.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
762,771,Google,Ultrabook,12.3,8,256.0,Chrome OS,1.1,1559.0,SSD,2400,1600,Touchscreen,1.2,Intel,Intel
763,772,Asus,Ultrabook,13.3,8,256.0,Windows 10,1.2,1129.0,SSD,3200,1800,IPS Panel,2.5,Intel,Intel
764,773,Dell,Notebook,13.3,4,500.0,Windows 10,1.65,849.0,HDD,1366,768,Plain,2.0,Intel,Intel
765,774,Acer,Notebook,13.3,4,128.0,Windows 10,1.6,655.0,SSD,1366,768,Plain,2.3,Intel,Intel
766,775,Asus,Notebook,17.3,4,1024.0,Windows 10,2.8,470.34,HDD,1366,768,Plain,1.1,Nvidia,Intel
767,776,Dell,Gaming,15.6,16,128.0,Windows 10,2.72,1099.0,SSD,3840,2160,IPS Panel,2.6,Nvidia,Intel
768,777,Samsung,Ultrabook,13.3,8,256.0,Windows 10,1.31,1599.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
769,778,Acer,Notebook,15.6,4,1024.0,Linux,2.1,298.0,HDD,1366,768,Plain,1.1,Intel,Intel
770,779,Dell,Notebook,15.6,16,256.0,Windows 10,2.3,1181.27,SSD,1920,1080,Full HD,2.7,AMD,Intel
771,780,Samsung,2 in 1 Convertible,15.0,16,256.0,Windows 10,1.71,1799.0,SSD,1920,1080,Full HD,2.7,AMD,Intel
772,781,Toshiba,Notebook,14.0,4,128.0,Windows 10,1.75,1020.0,SSD,1366,768,IPS Panel,2.3,Intel,Intel
773,782,Dell,Gaming,15.6,8,1024.0,Windows 10,2.62,1099.0,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
774,783,HP,Ultrabook,12.5,4,256.0,Windows 10,1.26,1244.0,SSD,1366,768,Plain,2.3,Intel,Intel
775,784,Asus,2 in 1 Convertible,15.6,12,2048.0,Windows 10,2.3,839.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
776,785,Lenovo,Notebook,15.6,16,512.0,Windows 7,2.5,2370.0,SSD,3840,2160,4K Ultra,2.7,Nvidia,Intel
777,786,Acer,Notebook,14.0,4,128.0,Windows 10,1.8,636.0,SSD,1920,1080,IPS Panel,2.4,Intel,Intel
778,787,Razer,Gaming,14.0,16,512.0,Windows 10,1.95,2899.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
779,788,Asus,Notebook,15.6,8,128.0,Windows 10,2.0,581.9,SSD,1920,1080,Plain,1.1,Intel,Intel
780,789,Dell,Gaming,17.3,32,1024.0,Windows 10,4.42,3588.8,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
781,790,Asus,Gaming,17.3,16,256.0,Windows 10,4.3,2350.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
782,791,Toshiba,Ultrabook,14.0,16,512.0,Windows 10,1.47,1764.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
783,792,Lenovo,Notebook,15.6,8,1024.0,No OS,2.2,329.0,HDD,1366,768,Plain,1.6,Intel,Intel
784,793,Lenovo,Ultrabook,14.0,16,512.0,Windows 10,1.7,2299.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
785,794,MSI,Gaming,14.0,16,256.0,Windows 10,1.6,1891.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
786,795,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1089.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
787,796,Lenovo,Gaming,15.6,4,1024.0,Windows 10,2.4,999.0,HDD,1920,1080,IPS Panel,2.8,Nvidia,Intel
788,797,Acer,Gaming,17.3,16,256.0,Windows 10,4.2,2299.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
789,798,Dell,Gaming,15.6,8,256.0,Windows 10,2.62,985.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
790,799,Asus,Gaming,15.6,8,128.0,Windows 10,2.24,1339.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
791,800,Vero,Notebook,14.0,4,32.0,Windows 10,1.22,202.9,Flash,1920,1080,Plain,1.1,Intel,Intel
792,801,Lenovo,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.37,1970.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
793,802,Lenovo,2 in 1 Convertible,15.6,8,256.0,Windows 10,2.08,959.0,SSD,1920,1080,Full HD,2.5,AMD,Intel
794,803,Apple,Ultrabook,12.0,8,512.0,Mac OS X,0.92,1165.0,Flash,2304,1440,IPS Panel,1.2,Intel,Intel
795,804,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.42,2330.0,SSD,2560,1440,IPS Panel,2.5,Intel,Intel
796,805,Asus,Notebook,14.0,4,32.0,Windows 10,1.63,299.0,Flash,1366,768,Plain,1.1,Intel,Intel
797,806,Dell,Notebook,15.6,8,128.0,Windows 10,1.95,810.0,SSD,1366,768,Plain,2.5,Intel,Intel
798,807,Lenovo,2 in 1 Convertible,13.9,8,256.0,Windows 10,1.38,1349.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
799,808,Dell,Notebook,15.6,8,256.0,Windows 10,2.0,739.0,SSD,1920,1080,Full HD,2.0,AMD,Intel
800,809,HP,Workstation,15.6,8,256.0,Windows 10,3.14,2064.9,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
801,810,Asus,Notebook,15.6,8,256.0,Windows 10,2.37,1099.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
802,811,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.29,1499.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
803,812,Dell,Notebook,15.6,8,256.0,Windows 10,2.06,1749.0,SSD,3840,2160,4K Ultra,2.5,Nvidia,Intel
804,813,Dell,Netbook,11.6,4,128.0,Windows 10,1.63,744.0,SSD,1366,768,Plain,1.1,Intel,Intel
805,814,HP,Netbook,12.5,8,256.0,Windows 10,1.26,1389.0,SSD,1366,768,Plain,2.6,Intel,Intel
806,815,Toshiba,Notebook,15.6,4,500.0,Windows 10,2.1,780.0,HDD,1366,768,Plain,2.3,Intel,Intel
807,816,HP,Notebook,15.6,8,2048.0,Windows 10,2.04,629.0,HDD,1366,768,Plain,2.5,AMD,AMD
808,817,Dell,Gaming,15.6,16,512.0,Windows 10,2.62,1679.0,SSD,3840,2160,4K Ultra,2.8,Nvidia,Intel
809,818,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.4,609.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
810,819,HP,Gaming,17.3,12,1024.0,Windows 10,3.74,1749.0,HDD,1920,1080,IPS Panel,2.8,AMD,Intel
811,820,MSI,Gaming,17.3,16,512.0,Windows 10,2.9,2415.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
812,821,Samsung,Ultrabook,13.3,8,256.0,Windows 10,0.81,1499.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
813,822,Dell,Notebook,15.6,8,1024.0,Windows 10,1.98,961.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
814,823,Dell,Notebook,15.6,8,256.0,Windows 10,2.18,789.81,SSD,1920,1080,Full HD,2.5,AMD,Intel
815,824,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.32,1859.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
816,825,Razer,Ultrabook,12.5,16,512.0,Windows 10,1.29,1799.0,SSD,3840,2160,IPS Panel,2.5,Intel,Intel
817,826,HP,Netbook,11.6,4,16.0,Chrome OS,1.23,385.0,Flash,1366,768,Plain,1.6,Intel,Intel
818,827,Dell,Gaming,17.3,16,128.0,Windows 10,4.36,2505.02,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
819,828,Dell,Notebook,14.0,4,500.0,Windows 10,1.76,755.0,HDD,1366,768,Plain,2.3,Intel,Intel
820,829,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.1,489.9,HDD,1366,768,Plain,2.0,Intel,Intel
821,830,Toshiba,Ultrabook,14.0,4,128.0,Windows 10,1.25,1090.0,SSD,1366,768,Plain,2.5,Intel,Intel
822,831,Lenovo,Ultrabook,14.0,8,512.0,Windows 10,1.13,2499.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
823,832,MSI,Gaming,15.6,8,256.0,Windows 10,2.4,1199.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
824,833,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.13,1875.0,Flash,1920,1080,IPS Panel,2.5,Intel,Intel
825,834,Toshiba,Notebook,14.0,4,128.0,Windows 10,1.75,499.0,SSD,1366,768,Plain,2.1,Intel,Intel
826,835,Asus,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.1,1358.0,SSD,1920,1080,Touchscreen,2.5,Intel,Intel
827,836,Dell,Notebook,14.0,4,500.0,Windows 10,1.76,585.0,HDD,1366,768,Plain,2.0,Intel,Intel
828,837,Acer,Netbook,11.6,4,32.0,Chrome OS,1.35,355.0,Flash,1366,768,IPS Panel,1.6,Intel,Intel
829,838,Acer,Notebook,14.0,8,128.0,Windows 10,1.5,619.0,SSD,1920,1080,IPS Panel,2.4,Intel,Intel
830,839,Razer,Gaming,17.3,32,512.0,Windows 10,3.49,5499.0,SSD,3840,2160,4K Ultra,2.9,Nvidia,Intel
831,840,Lenovo,Ultrabook,14.0,16,512.0,Windows 10,1.1,2099.0,SSD,2560,1440,IPS Panel,2.6,Intel,Intel
